case_id,slice,language_profile,audio_duration_sec,segment_idx,start_sec,end_sec,duration_sec,pyannote_speaker,gt_role,text,llm_role,llm_correct
v2_core009,reentry_short_gap,mandarin,36.66,15,34.304,36.599,2.295,SPEAKER_00,agent,不用跑分公司，線上授權完成後會由系統審核。,,
v2_core010,reentry_short_gap,mandarin,45.0,0,0.031,1.634,1.603,SPEAKER_01,agent,凱基人壽您好，我姓戴。,,
v2_core010,reentry_short_gap,mandarin,45.0,1,1.837,2.731,0.894,SPEAKER_01,agent,凱基人壽您好，我姓戴。,,
v2_core010,reentry_short_gap,mandarin,45.0,2,3.254,5.768,2.514,SPEAKER_01,agent,我們公司團險要申請門診手術，我的人資叫我先提供員工編號。,,
v2_core010,reentry_short_gap,mandarin,45.0,3,6.072,8.468,2.396,SPEAKER_01,agent,我們公司團險要申請門診手術，我的人資叫我先提供員工編號。,,
v2_core010,reentry_short_gap,mandarin,45.0,4,8.924,9.498,0.574,SPEAKER_01,agent,可以，請您先看員工證或人資系統，我這邊等您念編號。,,
v2_core010,reentry_short_gap,mandarin,45.0,5,9.616,12.721,3.105,SPEAKER_01,agent,可以，請您先看員工證或人資系統，我這邊等您念編號。,,
v2_core010,reentry_short_gap,mandarin,45.0,6,12.974,12.991,0.017,SPEAKER_00,customer,可以，請您先看員工證或人資系統，我這邊等您念編號。,,
v2_core010,reentry_short_gap,mandarin,45.0,7,12.991,14.037,1.046,SPEAKER_01,agent,可以，請您先看員工證或人資系統，我這邊等您念編號。,,
v2_core010,reentry_short_gap,mandarin,45.0,8,14.037,15.033,0.996,SPEAKER_00,customer,可以，請您先看員工證或人資系統，我這邊等您念編號。,,
v2_core010,reentry_short_gap,mandarin,45.0,9,23.639,24.972,1.333,SPEAKER_00,customer,員工編號是 K G I 零三九七二。,,
v2_core010,reentry_short_gap,mandarin,45.0,10,24.972,26.44,1.468,SPEAKER_01,agent,員工編號是 K G I 零三九七二。,,
v2_core010,reentry_short_gap,mandarin,45.0,11,26.963,27.689,0.726,SPEAKER_01,agent,謝謝，我查到團險方案有門診手術給付，但需附手術證明和收據。,,
v2_core010,reentry_short_gap,mandarin,45.0,12,27.858,31.537,3.679,SPEAKER_01,agent,謝謝，我查到團險方案有門診手術給付，但需附手術證明和收據。,,
v2_core010,reentry_short_gap,mandarin,45.0,13,31.807,34.507,2.7,SPEAKER_01,agent,謝謝，我查到團險方案有門診手術給付，但需附手術證明和收據。,,
v2_core010,reentry_short_gap,mandarin,45.0,14,34.928,37.443,2.514,SPEAKER_01,agent,病理檢驗費也在同一張收據上，會一起看嗎？,,
v2_core010,reentry_short_gap,mandarin,45.0,15,37.679,38.624,0.945,SPEAKER_01,agent,病理檢驗費也在同一張收據上，會一起看嗎？,,
v2_core010,reentry_short_gap,mandarin,45.0,16,39.08,40.328,1.249,SPEAKER_01,agent,會一起審核，但是否給付仍依方案項目和醫療必要性。,,
v2_core010,reentry_short_gap,mandarin,45.0,17,40.582,44.969,4.387,SPEAKER_01,agent,會一起審核，但是否給付仍依方案項目和醫療必要性。,,
v2_core011,reentry_long_gap,mandarin,87.43,0,0.031,0.655,0.624,SPEAKER_00,agent,您好，凱基人壽客服中心，我姓梁。,,
v2_core011,reentry_long_gap,mandarin,87.43,1,0.908,3.457,2.548,SPEAKER_00,agent,您好，凱基人壽客服中心，我姓梁。,,
v2_core011,reentry_long_gap,mandarin,87.43,2,4.03,4.587,0.557,SPEAKER_01,customer,梁小姐，我拿到重大傷病卡，想問防癌險是不是能申請一次金。,,
v2_core011,reentry_long_gap,mandarin,87.43,3,4.992,6.19,1.198,SPEAKER_01,customer,梁小姐，我拿到重大傷病卡，想問防癌險是不是能申請一次金。,,
v2_core011,reentry_long_gap,mandarin,87.43,4,6.477,8.603,2.126,SPEAKER_01,customer,梁小姐，我拿到重大傷病卡，想問防癌險是不是能申請一次金。,,
v2_core011,reentry_long_gap,mandarin,87.43,5,9.076,11.438,2.363,SPEAKER_00,agent,要看診斷名稱和保單條款。我需要重大傷病卡核發日期，您方便看一下嗎？,,
v2_core011,reentry_long_gap,mandarin,87.43,6,12.299,14.678,2.379,SPEAKER_00,agent,要看診斷名稱和保單條款。我需要重大傷病卡核發日期，您方便看一下嗎？,,
v2_core011,reentry_long_gap,mandarin,87.43,7,14.678,14.712,0.034,SPEAKER_01,customer,要看診斷名稱和保單條款。我需要重大傷病卡核發日期，您方便看一下嗎？,,
v2_core011,reentry_long_gap,mandarin,87.43,8,14.898,14.932,0.034,SPEAKER_01,customer,要看診斷名稱和保單條款。我需要重大傷病卡核發日期，您方便看一下嗎？,,
v2_core011,reentry_long_gap,mandarin,87.43,9,14.932,15.978,1.046,SPEAKER_00,agent,要看診斷名稱和保單條款。我需要重大傷病卡核發日期，您方便看一下嗎？,,
v2_core011,reentry_long_gap,mandarin,87.43,10,15.978,16.248,0.27,SPEAKER_01,customer,要看診斷名稱和保單條款。我需要重大傷病卡核發日期，您方便看一下嗎？,,
v2_core011,reentry_long_gap,mandarin,87.43,11,68.358,68.982,0.624,SPEAKER_01,customer,我找到了，核發日期是五月十三日，診斷是惡性腫瘤。,,
v2_core011,reentry_long_gap,mandarin,87.43,12,69.303,70.872,1.569,SPEAKER_01,customer,我找到了，核發日期是五月十三日，診斷是惡性腫瘤。,,
v2_core011,reentry_long_gap,mandarin,87.43,13,71.26,72.408,1.147,SPEAKER_01,customer,我找到了，核發日期是五月十三日，診斷是惡性腫瘤。,,
v2_core011,reentry_long_gap,mandarin,87.43,14,72.931,73.522,0.591,SPEAKER_00,agent,謝謝。一次金通常仍需診斷證明和病理報告，不是只有重大傷病卡。,,
v2_core011,reentry_long_gap,mandarin,87.43,15,74.433,77.622,3.189,SPEAKER_00,agent,謝謝。一次金通常仍需診斷證明和病理報告，不是只有重大傷病卡。,,
v2_core011,reentry_long_gap,mandarin,87.43,16,77.842,79.546,1.704,SPEAKER_00,agent,謝謝。一次金通常仍需診斷證明和病理報告，不是只有重大傷病卡。,,
v2_core011,reentry_long_gap,mandarin,87.43,17,79.917,81.368,1.451,SPEAKER_01,customer,病理報告我還沒拿到，醫院說下週。,,
v2_core011,reentry_long_gap,mandarin,87.43,18,81.672,82.482,0.81,SPEAKER_01,customer,病理報告我還沒拿到，醫院說下週。,,
v2_core011,reentry_long_gap,mandarin,87.43,19,83.005,85.385,2.379,SPEAKER_00,agent,可以等病理報告拿到後一起送，審核資料會比較完整。,,
v2_core011,reentry_long_gap,mandarin,87.43,20,85.57,87.359,1.789,SPEAKER_00,agent,可以等病理報告拿到後一起送，審核資料會比較完整。,,
v2_core012,reentry_long_gap,mandarin,116.58,0,0.031,2.343,2.312,SPEAKER_01,customer,我媽現在有監護宣告，剛才你問我要裁定書字號，我資料不在手邊。,,
v2_core012,reentry_long_gap,mandarin,116.58,1,2.596,5.279,2.683,SPEAKER_01,customer,我媽現在有監護宣告，剛才你問我要裁定書字號，我資料不在手邊。,,
v2_core012,reentry_long_gap,mandarin,116.58,2,5.448,7.237,1.789,SPEAKER_01,customer,我媽現在有監護宣告，剛才你問我要裁定書字號，我資料不在手邊。,,
v2_core012,reentry_long_gap,mandarin,116.58,3,7.692,8.266,0.574,SPEAKER_00,agent,沒關係，請您先找裁定書或戶籍資料，我在線上等。,,
v2_core012,reentry_long_gap,mandarin,116.58,4,8.553,10.578,2.025,SPEAKER_00,agent,沒關係，請您先找裁定書或戶籍資料，我在線上等。,,
v2_core012,reentry_long_gap,mandarin,116.58,5,10.578,10.612,0.034,SPEAKER_01,customer,沒關係，請您先找裁定書或戶籍資料，我在線上等。,,
v2_core012,reentry_long_gap,mandarin,116.58,6,10.915,11.675,0.759,SPEAKER_01,customer,沒關係，請您先找裁定書或戶籍資料，我在線上等。,,
v2_core012,reentry_long_gap,mandarin,116.58,7,93.805,94.835,1.029,SPEAKER_01,customer,我回來了，裁定日期是去年十一月二十日，監護人是我本人。,,
v2_core012,reentry_long_gap,mandarin,116.58,8,95.003,100.387,5.383,SPEAKER_01,customer,我回來了，裁定日期是去年十一月二十日，監護人是我本人。,,
v2_core012,reentry_long_gap,mandarin,116.58,9,100.91,101.315,0.405,SPEAKER_00,agent,好的。若要代辦保單變更，請附法院裁定、確定證明和您的身分證明。,,
v2_core012,reentry_long_gap,mandarin,116.58,10,102.496,103.745,1.249,SPEAKER_00,agent,好的。若要代辦保單變更，請附法院裁定、確定證明和您的身分證明。,,
v2_core012,reentry_long_gap,mandarin,116.58,11,103.93,104.96,1.029,SPEAKER_00,agent,好的。若要代辦保單變更，請附法院裁定、確定證明和您的身分證明。,,
v2_core012,reentry_long_gap,mandarin,116.58,12,105.331,107.103,1.772,SPEAKER_00,agent,好的。若要代辦保單變更，請附法院裁定、確定證明和您的身分證明。,,
v2_core012,reentry_long_gap,mandarin,116.58,13,107.525,109.786,2.261,SPEAKER_01,customer,確定證明我沒有看到，只有裁定書。,,
v2_core012,reentry_long_gap,mandarin,116.58,14,109.972,111.372,1.401,SPEAKER_01,customer,確定證明我沒有看到，只有裁定書。,,
v2_core012,reentry_long_gap,mandarin,116.58,15,111.862,113.87,2.008,SPEAKER_00,agent,建議向法院補申請確定證明，這樣受理單位才能確認裁定已生效。,,
v2_core012,reentry_long_gap,mandarin,116.58,16,114.123,116.468,2.346,SPEAKER_00,agent,建議向法院補申請確定證明，這樣受理單位才能確認裁定已生效。,,
v2_core013,reentry_long_gap,mandarin,133.19,0,0.031,1.685,1.654,SPEAKER_01,agent,凱基人壽您好，我姓施。,,
v2_core013,reentry_long_gap,mandarin,133.19,1,1.837,2.832,0.996,SPEAKER_01,agent,凱基人壽您好，我姓施。,,
v2_core013,reentry_long_gap,mandarin,133.19,2,3.355,4.418,1.063,SPEAKER_00,customer,我人在醫院櫃台，他們說收據可以先給，但費用明細要另外排隊印。,,
v2_core013,reentry_long_gap,mandarin,133.19,3,4.773,6.055,1.283,SPEAKER_00,customer,我人在醫院櫃台，他們說收據可以先給，但費用明細要另外排隊印。,,
v2_core013,reentry_long_gap,mandarin,133.19,4,6.41,7.962,1.553,SPEAKER_00,customer,我人在醫院櫃台，他們說收據可以先給，但費用明細要另外排隊印。,,
v2_core013,reentry_long_gap,mandarin,133.19,5,8.502,11.287,2.784,SPEAKER_01,agent,理賠通常需要費用明細。若您方便，我可以等您排到櫃台確認是否今天能拿。,,
v2_core013,reentry_long_gap,mandarin,133.19,6,12.215,13.312,1.097,SPEAKER_01,agent,理賠通常需要費用明細。若您方便，我可以等您排到櫃台確認是否今天能拿。,,
v2_core013,reentry_long_gap,mandarin,133.19,7,13.565,17.75,4.185,SPEAKER_01,agent,理賠通常需要費用明細。若您方便，我可以等您排到櫃台確認是否今天能拿。,,
v2_core013,reentry_long_gap,mandarin,133.19,8,112.891,113.026,0.135,SPEAKER_01,agent,我拿到了，明細上有列病房費、藥費和材料費。,,
v2_core013,reentry_long_gap,mandarin,133.19,9,113.026,113.465,0.439,SPEAKER_00,customer,我拿到了，明細上有列病房費、藥費和材料費。,,
v2_core013,reentry_long_gap,mandarin,133.19,10,113.465,113.482,0.017,SPEAKER_01,agent,我拿到了，明細上有列病房費、藥費和材料費。,,
v2_core013,reentry_long_gap,mandarin,133.19,11,113.903,113.92,0.017,SPEAKER_01,agent,我拿到了，明細上有列病房費、藥費和材料費。,,
v2_core013,reentry_long_gap,mandarin,133.19,12,113.92,115.338,1.418,SPEAKER_00,customer,我拿到了，明細上有列病房費、藥費和材料費。,,
v2_core013,reentry_long_gap,mandarin,133.19,13,115.658,116.772,1.114,SPEAKER_00,customer,我拿到了，明細上有列病房費、藥費和材料費。,,
v2_core013,reentry_long_gap,mandarin,133.19,14,117.278,117.903,0.624,SPEAKER_01,agent,很好，請把收據、明細和診斷證明放一起，寄件時不要分開。,,
v2_core013,reentry_long_gap,mandarin,133.19,15,118.038,121.885,3.847,SPEAKER_01,agent,很好，請把收據、明細和診斷證明放一起，寄件時不要分開。,,
v2_core013,reentry_long_gap,mandarin,133.19,16,122.155,124.062,1.907,SPEAKER_01,agent,很好，請把收據、明細和診斷證明放一起，寄件時不要分開。,,
v2_core013,reentry_long_gap,mandarin,133.19,17,124.484,126.053,1.569,SPEAKER_00,customer,醫院還給我一張出院摘要，也要放嗎？,,
v2_core013,reentry_long_gap,mandarin,133.19,18,126.425,126.897,0.472,SPEAKER_00,customer,醫院還給我一張出院摘要，也要放嗎？,,
v2_core013,reentry_long_gap,mandarin,133.19,19,127.37,128.787,1.417,SPEAKER_01,agent,可以一併附上，尤其有手術或特殊治療時會有幫助。,,
v2_core013,reentry_long_gap,mandarin,133.19,20,129.023,133.107,4.084,SPEAKER_01,agent,可以一併附上，尤其有手術或特殊治療時會有幫助。,,
v2_core014,reentry_long_gap,mandarin,98.78,0,0.031,0.52,0.489,SPEAKER_01,agent,您好，這裡是凱基人壽，我姓盛。,,
v2_core014,reentry_long_gap,mandarin,98.78,1,0.858,1.988,1.131,SPEAKER_01,agent,您好，這裡是凱基人壽，我姓盛。,,
v2_core014,reentry_long_gap,mandarin,98.78,2,2.326,2.815,0.489,SPEAKER_01,agent,您好，這裡是凱基人壽，我姓盛。,,
v2_core014,reentry_long_gap,mandarin,98.78,3,3.389,4.216,0.827,SPEAKER_00,customer,盛先生，我離婚後想改受益人，可是當初協議裡好像有寫保單歸屬。,,
v2_core014,reentry_long_gap,mandarin,98.78,4,4.402,6.224,1.822,SPEAKER_00,customer,盛先生，我離婚後想改受益人，可是當初協議裡好像有寫保單歸屬。,,
v2_core014,reentry_long_gap,mandarin,98.78,5,6.528,9.312,2.784,SPEAKER_00,customer,盛先生，我離婚後想改受益人，可是當初協議裡好像有寫保單歸屬。,,
v2_core014,reentry_long_gap,mandarin,98.78,6,9.751,11.118,1.367,SPEAKER_01,agent,若協議有涉及保單，建議先確認內容。您可以先找文件，我在線上等。,,
v2_core014,reentry_long_gap,mandarin,98.78,7,11.287,12.434,1.148,SPEAKER_01,agent,若協議有涉及保單，建議先確認內容。您可以先找文件，我在線上等。,,
v2_core014,reentry_long_gap,mandarin,98.78,8,13.75,14.999,1.249,SPEAKER_01,agent,若協議有涉及保單，建議先確認內容。您可以先找文件，我在線上等。,,
v2_core014,reentry_long_gap,mandarin,98.78,9,15.303,16.113,0.81,SPEAKER_01,agent,若協議有涉及保單，建議先確認內容。您可以先找文件，我在線上等。,,
v2_core014,reentry_long_gap,mandarin,98.78,10,79.225,79.917,0.692,SPEAKER_00,customer,找到了，協議只寫孩子教育費，沒有寫保單。,,
v2_core014,reentry_long_gap,mandarin,98.78,11,80.12,81.875,1.755,SPEAKER_00,customer,找到了，協議只寫孩子教育費，沒有寫保單。,,
v2_core014,reentry_long_gap,mandarin,98.78,12,82.077,83.039,0.962,SPEAKER_00,customer,找到了，協議只寫孩子教育費，沒有寫保單。,,
v2_core014,reentry_long_gap,mandarin,98.78,13,83.562,85.925,2.363,SPEAKER_01,agent,那受益人變更仍以保戶申請為主。請填新受益人資料並由本人簽名。,,
v2_core014,reentry_long_gap,mandarin,98.78,14,87.123,89.435,2.312,SPEAKER_01,agent,那受益人變更仍以保戶申請為主。請填新受益人資料並由本人簽名。,,
v2_core014,reentry_long_gap,mandarin,98.78,15,89.873,91.78,1.907,SPEAKER_00,customer,我想改成兩個孩子平均，前夫不用簽吧？,,
v2_core014,reentry_long_gap,mandarin,98.78,16,91.949,93.147,1.198,SPEAKER_00,customer,我想改成兩個孩子平均，前夫不用簽吧？,,
v2_core014,reentry_long_gap,mandarin,98.78,17,93.62,95.948,2.329,SPEAKER_01,agent,一般受益人變更不需要前配偶簽名，但仍以保單條款與申請文件審核為準。,,
v2_core014,reentry_long_gap,mandarin,98.78,18,96.168,98.682,2.514,SPEAKER_01,agent,一般受益人變更不需要前配偶簽名，但仍以保單條款與申請文件審核為準。,,
v2_core015,reentry_long_gap,mandarin,73.57,0,0.031,1.786,1.755,SPEAKER_00,agent,凱基人壽客服您好，我姓毛。,,
v2_core015,reentry_long_gap,mandarin,73.57,1,1.938,2.596,0.658,SPEAKER_00,agent,凱基人壽客服您好，我姓毛。,,
v2_core015,reentry_long_gap,mandarin,73.57,2,3.136,4.385,1.249,SPEAKER_01,customer,我收到滿期金通知，可是上面寫的帳戶我好像很久沒用了。,,
v2_core015,reentry_long_gap,mandarin,73.57,3,4.672,6.899,2.228,SPEAKER_01,customer,我收到滿期金通知，可是上面寫的帳戶我好像很久沒用了。,,
v2_core015,reentry_long_gap,mandarin,73.57,4,7.372,9.7,2.329,SPEAKER_00,agent,我可以和您核對帳戶末三碼。您若有舊存摺，可以先找一下。,,
v2_core015,reentry_long_gap,mandarin,73.57,5,10.628,11.962,1.333,SPEAKER_00,agent,我可以和您核對帳戶末三碼。您若有舊存摺，可以先找一下。,,
v2_core015,reentry_long_gap,mandarin,73.57,6,12.147,13.345,1.198,SPEAKER_00,agent,我可以和您核對帳戶末三碼。您若有舊存摺，可以先找一下。,,
v2_core015,reentry_long_gap,mandarin,73.57,7,55.448,55.972,0.523,SPEAKER_00,agent,我找到存摺了，末三碼是零零八，確實是舊帳戶。,,
v2_core015,reentry_long_gap,mandarin,73.57,8,55.972,56.309,0.337,SPEAKER_01,customer,我找到存摺了，末三碼是零零八，確實是舊帳戶。,,
v2_core015,reentry_long_gap,mandarin,73.57,9,56.663,57.794,1.131,SPEAKER_01,customer,我找到存摺了，末三碼是零零八，確實是舊帳戶。,,
